Symbol,Year,Month,Week,Day,Hour,Minute,Open,High,Low,Close,Volume
EURJPY,2017,4,5,28,10,0,121.039,121.219,121.039,121.092,4331.000,
EURJPY,2017,4,5,28,9,30,120.889,121.106,120.874,121.037,3365.000,
EURJPY,2017,4,5,28,9,0,120.745,120.940,120.743,120.894,3317.000,
EURJPY,2017,4,5,28,8,30,120.732,120.782,120.706,120.746,3377.000,
EURJPY,2017,4,5,28,8,0,120.694,120.756,120.687,120.733,2290.000,
EURJPY,2017,4,5,28,7,30,120.781,120.808,120.692,120.694,2343.000,
EURJPY,2017,4,5,28,7,0,120.763,120.800,120.758,120.779,1143.000,
EURJPY,2017,4,5,28,6,30,120.816,120.818,120.759,120.763,1188.000,
EURJPY,2017,4,5,28,6,0,120.772,120.874,120.746,120.817,1899.000,
EURJPY,2017,4,5,28,5,30,120.829,120.832,120.753,120.771,1990.000,
EURJPY,2017,4,5,28,5,0,120.772,120.849,120.765,120.831,1905.000,
EURJPY,2017,4,5,28,4,30,120.835,120.837,120.685,120.773,3299.000,
EURJPY,2017,4,5,28,4,0,120.831,120.877,120.724,120.835,2828.000,
EURJPY,2017,4,5,28,3,30,120.864,120.912,120.752,120.829,3188.000,
EURJPY,2017,4,5,28,3,0,120.838,121.009,120.831,120.865,3179.000,
EURJPY,2017,4,5,28,2,30,120.789,120.849,120.762,120.837,1889.000,
EURJPY,2017,4,5,28,2,0,120.938,120.938,120.790,120.790,1756.000,
