Symbol,Year,Month,Week,Day,Hour,Minute,Open,High,Low,Close,Volume
EURJPY,2016,6,5,10,0,0,119.346,119.358,119.161,119.259,4032.000,
EURJPY,2016,6,4,9,0,0,119.476,119.478,119.307,119.346,5082.000,
EURJPY,2016,6,3,8,0,0,119.214,119.475,119.111,119.472,5522.000,
EURJPY,2016,6,2,7,0,0,119.617,119.666,119.102,119.215,6577.000,
EURJPY,2016,6,1,6,0,0,119.685,119.722,119.478,119.618,4124.000,
EURJPY,2016,6,5,3,0,0,119.765,119.845,119.624,119.684,3490.000,
EURJPY,2016,6,4,2,0,0,119.798,119.831,119.586,119.765,4200.000,
EURJPY,2016,6,3,1,0,0,120.040,120.129,119.795,119.799,6205.000,
EURJPY,2016,5,2,31,0,0,119.890,120.349,119.840,120.123,1641.000,
EURJPY,2016,5,1,30,0,0,120.491,120.543,119.890,119.890,2084.000,
EURJPY,2016,5,5,27,0,0,116.874,117.113,116.848,116.994,3252.000,
EURJPY,2016,5,4,26,0,0,116.753,116.881,116.717,116.874,2048.000,
EURJPY,2016,5,3,25,0,0,116.714,116.817,116.664,116.754,3058.000,
EURJPY,2016,5,2,24,0,0,116.778,116.781,116.674,116.715,3689.000,
EURJPY,2016,5,1,23,0,0,116.784,116.833,116.722,116.777,3308.000,
EURJPY,2016,5,5,20,0,0,116.847,116.868,116.723,116.788,5358.000,
EURJPY,2016,5,4,19,0,0,116.603,116.947,116.570,116.847,4341.000,
EURJPY,2016,5,3,18,0,0,116.526,116.623,116.465,116.604,3990.000,
EURJPY,2016,5,2,17,0,0,116.505,116.552,116.462,116.527,3399.000,
EURJPY,2016,5,1,16,0,0,116.644,116.651,116.477,116.503,3877.000,
EURJPY,2016,5,5,13,0,0,116.697,116.741,116.633,116.643,4556.000,
EURJPY,2016,5,4,12,0,0,116.591,116.700,116.473,116.698,6140.000,
EURJPY,2016,5,3,11,0,0,116.819,116.831,116.559,116.592,5523.000,
EURJPY,2016,5,2,10,0,0,116.719,116.858,116.560,116.818,5921.000,
EURJPY,2016,5,1,9,0,0,116.751,116.851,116.696,116.722,6021.000,
EURJPY,2016,5,5,6,0,0,116.741,116.861,116.700,116.752,4397.000,
EURJPY,2016,5,4,5,0,0,116.714,116.820,116.675,116.741,3810.000,
EURJPY,2016,5,3,4,0,0,116.675,116.746,116.613,116.709,4364.000,
EURJPY,2016,5,2,3,0,0,116.756,116.842,116.672,116.675,3273.000,
EURJPY,2016,5,1,2,0,0,116.721,116.763,116.669,116.756,3919.000,
EURJPY,2016,4,5,29,0,0,116.601,116.720,116.582,116.720,3378.000,
EURJPY,2016,4,4,28,0,0,116.837,116.870,116.601,116.604,3804.000,
EURJPY,2016,4,3,27,0,0,116.754,116.864,116.734,116.839,3423.000,
EURJPY,2016,4,2,26,0,0,116.950,116.986,116.682,116.751,5100.000,
EURJPY,2016,4,1,25,0,0,117.082,117.082,116.901,116.948,4884.000,
EURJPY,2016,4,5,22,0,0,117.072,117.112,117.002,117.082,4270.000,
EURJPY,2016,4,4,21,0,0,117.234,117.244,117.026,117.073,5199.000,
EURJPY,2016,4,3,20,0,0,117.240,117.302,117.181,117.235,5014.000,
EURJPY,2016,4,2,19,0,0,117.127,117.258,117.106,117.242,3321.000,
EURJPY,2016,4,1,18,0,0,117.140,117.168,117.093,117.126,3281.000,
EURJPY,2016,4,5,15,0,0,117.045,117.174,117.041,117.140,2645.000,
EURJPY,2016,4,4,14,0,0,117.063,117.072,117.025,117.044,1756.000,
EURJPY,2016,4,3,13,0,0,117.090,117.097,117.037,117.061,1898.000,
EURJPY,2016,4,2,12,0,0,117.062,117.097,117.055,117.091,1184.000,
EURJPY,2016,4,1,11,0,0,117.067,117.089,117.031,117.062,1863.000,
EURJPY,2016,4,5,8,0,0,117.021,117.095,116.989,117.066,1489.000,
EURJPY,2016,4,4,7,0,0,117.073,117.073,117.008,117.020,1465.000,
EURJPY,2016,4,3,6,0,0,117.082,117.105,117.073,117.073,1554.000,
EURJPY,2016,4,2,5,0,0,117.055,117.110,117.043,117.081,2186.000,
EURJPY,2016,4,1,4,0,0,117.109,117.167,117.052,117.054,2517.000,
EURJPY,2016,4,5,1,0,0,117.219,117.246,117.082,117.109,2634.000,
EURJPY,2016,3,4,31,0,0,117.188,117.240,117.152,117.220,2580.000,
EURJPY,2016,3,3,30,0,0,117.215,117.239,117.157,117.183,1621.000,
EURJPY,2016,3,2,29,0,0,117.207,117.223,117.160,117.216,1694.000,
EURJPY,2016,3,1,28,0,0,117.118,117.217,117.118,117.207,1815.000,
EURJPY,2016,3,5,25,0,0,117.095,117.150,117.043,117.118,1934.000,
EURJPY,2016,3,4,24,0,0,117.144,117.152,117.087,117.097,663.000,
EURJPY,2016,3,3,23,0,0,117.170,117.191,117.113,117.145,760.000,
EURJPY,2016,3,2,22,0,0,117.126,117.159,117.112,117.146,1688.000,
EURJPY,2016,3,1,21,0,0,117.169,117.219,117.103,117.126,1856.000,
EURJPY,2016,3,5,18,0,0,117.126,117.195,117.121,117.170,4318.000,
EURJPY,2016,3,4,17,0,0,117.200,117.234,117.095,117.125,3575.000,
EURJPY,2016,3,3,16,0,0,117.178,117.217,117.148,117.202,3482.000,
EURJPY,2016,3,2,15,0,0,117.269,117.280,117.145,117.178,3531.000,
EURJPY,2016,3,1,14,0,0,117.318,117.427,117.238,117.264,5067.000,
EURJPY,2016,3,5,11,0,0,117.471,117.502,117.249,117.318,3874.000,
EURJPY,2016,3,4,10,0,0,117.555,117.604,117.465,117.470,3630.000,
EURJPY,2016,3,3,9,0,0,117.596,117.646,117.552,117.556,4852.000,
EURJPY,2016,3,2,8,0,0,117.640,117.714,117.563,117.596,5482.000,
EURJPY,2016,3,1,7,0,0,117.545,117.666,117.441,117.641,5572.000,
EURJPY,2016,3,5,4,0,0,117.566,117.623,117.487,117.544,6033.000,
EURJPY,2016,3,4,3,0,0,117.411,117.814,117.406,117.566,8550.000,
EURJPY,2016,3,3,2,0,0,117.596,117.653,117.377,117.413,7723.000,
EURJPY,2016,3,2,1,0,0,117.251,117.629,117.234,117.597,6847.000,
EURJPY,2016,2,1,29,0,0,117.152,117.260,117.118,117.251,4405.000,
EURJPY,2016,2,5,26,0,0,117.211,117.224,117.120,117.152,3360.000,
EURJPY,2016,2,4,25,0,0,117.163,117.256,117.160,117.220,3037.000,
EURJPY,2016,2,3,24,0,0,117.320,117.321,117.139,117.163,3672.000,
EURJPY,2016,2,2,23,0,0,117.284,117.358,117.277,117.320,2644.000,
EURJPY,2016,2,1,22,0,0,117.363,117.387,117.271,117.283,3403.000,
EURJPY,2016,2,5,19,0,0,117.395,117.466,117.341,117.360,3732.000,
EURJPY,2016,2,4,18,0,0,117.436,117.452,117.357,117.397,4136.000,
EURJPY,2016,2,3,17,0,0,117.260,117.492,117.231,117.434,4991.000,
EURJPY,2016,2,2,16,0,0,117.154,117.361,117.113,117.260,5415.000,
EURJPY,2016,2,1,15,0,0,116.922,117.211,116.917,117.154,5022.000,
EURJPY,2016,2,5,12,0,0,116.840,117.014,116.759,116.922,5662.000,
EURJPY,2016,2,4,11,0,0,116.712,116.901,116.669,116.841,4592.000,
EURJPY,2016,2,3,10,0,0,116.800,116.837,116.707,116.712,3375.000,
EURJPY,2016,2,2,9,0,0,116.848,116.857,116.759,116.801,2550.000,
EURJPY,2016,2,1,8,0,0,116.852,116.883,116.824,116.848,1894.000,
EURJPY,2016,2,5,5,0,0,116.831,116.898,116.807,116.852,1823.000,
EURJPY,2016,2,4,4,0,0,116.811,116.831,116.793,116.829,1517.000,
EURJPY,2016,2,3,3,0,0,116.742,116.816,116.719,116.811,1843.000,
EURJPY,2016,2,2,2,0,0,116.716,116.755,116.715,116.743,1444.000,
EURJPY,2016,2,1,1,0,0,116.766,116.767,116.714,116.714,2102.000,
EURJPY,2016,1,5,29,0,0,116.786,116.804,116.744,116.766,2331.000,
EURJPY,2016,1,4,28,0,0,116.677,116.812,116.671,116.787,3456.000,
EURJPY,2016,1,3,27,0,0,116.751,116.759,116.644,116.678,2581.000,
EURJPY,2016,1,2,26,0,0,116.756,116.824,116.740,116.751,2889.000,
EURJPY,2016,1,1,25,0,0,116.608,116.760,116.595,116.755,2862.000,
EURJPY,2016,1,5,22,0,0,116.605,116.648,116.560,116.608,2108.000,
EURJPY,2016,1,4,21,0,0,116.708,116.708,116.590,116.605,1877.000,
EURJPY,2016,1,3,20,0,0,116.685,116.716,116.657,116.707,2353.000,
EURJPY,2016,1,2,19,0,0,116.568,116.694,116.563,116.680,1758.000,
EURJPY,2016,1,1,18,0,0,116.582,116.602,116.531,116.571,1023.000,
EURJPY,2016,1,5,15,0,0,116.595,116.626,116.528,116.583,611.000,
EURJPY,2016,1,4,14,0,0,116.589,116.600,116.547,116.590,1839.000,
EURJPY,2016,1,3,13,0,0,116.639,116.651,116.555,116.589,1523.000,
EURJPY,2016,1,2,12,0,0,116.575,116.647,116.537,116.638,3901.000,
